New book added. Id = 1
Catalog was viewed
A book with Id = 1 was removed
Catalog was viewed
New book added. Id = 1
New book added. Id = 2
A book with Id = 2 was removed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Details of a book with Id = 2 was checked
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
New book added. Id = 1001
New book added. Id = 1002
New book added. Id = 1003
New book added. Id = 1004
Catalog was viewed
A book with Id = 1004 was removed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
New book added. Id = 1005
New book added. Id = 1006
Catalog was viewed
New book added. Id = 1007
Catalog was viewed
A book with Id = 1007 was removed
Catalog was viewed
New book added. Id = 1007
A book with Id = 1007 was removed
Catalog was viewed
New book added. Id = 1007
Catalog was viewed
New book added. Id = 1008
New book added. Id = 1009
Catalog was viewed
New book added. Id = 1010
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
Catalog was viewed
